2022-07-27 09:13:54,190 DEBUG   MainThread:120279 [config_util.py:dict_from_config_file():102] no default config file found in config-defaults.yaml
2022-07-27 09:22:33,285 INFO    Thread-22 :120279 [upload_job.py:push():137] Uploaded file /tmp/tmpp28w38xpwandb/30yt93bz-media/images/viz_78_87b7e982ae13bd621aa0.png
2022-07-27 09:22:34,264 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:22:34,759 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:22:34,759 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:22:36,265 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:22:49,883 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:22:49,883 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:22:50,271 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:22:51,190 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:23:04,277 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:23:05,001 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:23:05,001 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:23:18,283 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:23:20,132 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:23:20,133 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:23:22,734 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:23:30,288 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:23:32,289 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:23:35,281 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:23:35,282 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:23:44,294 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:23:50,403 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:23:50,403 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:23:54,257 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:23:58,300 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:24:05,520 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:24:05,520 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:24:12,306 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:24:20,640 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:24:20,641 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:24:25,878 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:24:26,312 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:24:35,762 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:24:35,762 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:24:40,318 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:24:50,886 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:24:50,887 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:24:54,325 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:24:57,347 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:25:06,008 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:25:06,008 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:25:08,331 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:25:21,144 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:25:21,145 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:25:22,338 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:25:28,865 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:25:36,274 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:25:36,274 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:25:36,344 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:25:50,350 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:25:51,395 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:25:51,395 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:26:00,335 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:26:02,355 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:26:04,356 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:26:06,519 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:26:06,519 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:26:16,361 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:26:21,648 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:26:21,649 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:26:30,367 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:26:31,849 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:26:37,044 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:26:37,044 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:26:44,374 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:26:52,165 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:26:52,165 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:26:58,380 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:27:03,438 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:27:07,293 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:27:07,293 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:27:12,386 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:27:22,443 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:27:22,443 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:27:26,393 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:27:34,976 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:27:37,566 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:27:37,566 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:27:40,398 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:27:52,695 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:27:52,695 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:27:54,405 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:28:06,520 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:28:07,816 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:28:07,816 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:28:08,411 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:28:20,417 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:28:22,418 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:28:22,938 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:28:22,938 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:28:34,424 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:28:38,034 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:28:38,064 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:28:38,064 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:28:48,435 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:28:53,191 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:28:53,191 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:29:02,441 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:29:08,319 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:29:08,320 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:29:09,559 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:29:16,448 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:29:23,449 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:29:23,449 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:29:30,456 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:29:38,573 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:29:38,573 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:29:41,039 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:29:44,461 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:29:53,686 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:29:53,686 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:29:56,479 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:30:02,481 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:30:08,841 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:30:08,841 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:30:13,018 DEBUG   SenderThread:120279 [sender.py:send():235] send: files
2022-07-27 09:30:13,019 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: partial_history
2022-07-27 09:30:13,019 INFO    SenderThread:120279 [sender.py:_save_file():947] saving file media/images/viz_79_fdfbacde2b602641d188.png with policy now
2022-07-27 09:30:13,022 DEBUG   SenderThread:120279 [sender.py:send():235] send: history
2022-07-27 09:30:13,022 DEBUG   SenderThread:120279 [sender.py:send():235] send: summary
2022-07-27 09:30:13,032 INFO    SenderThread:120279 [sender.py:_save_file():947] saving file wandb-summary.json with policy end
2022-07-27 09:30:13,505 INFO    Thread-24 :120279 [upload_job.py:push():137] Uploaded file /tmp/tmpp28w38xpwandb/c8u1wo7q-media/images/viz_79_fdfbacde2b602641d188.png
2022-07-27 09:30:13,566 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/wandb-summary.json
2022-07-27 09:30:13,566 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/media/images/viz_79_fdfbacde2b602641d188.png
2022-07-27 09:30:13,567 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/media/images
2022-07-27 09:30:14,181 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:30:14,567 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:30:16,568 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:30:23,966 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:30:23,966 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:30:30,574 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:30:39,087 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:30:39,087 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:30:44,581 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:30:45,722 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:30:54,220 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:30:54,220 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:30:58,588 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:31:09,341 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:31:09,342 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:31:12,594 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:31:17,250 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:31:24,471 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:31:24,471 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:31:26,604 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:31:38,609 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:31:39,602 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:31:39,602 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:31:40,610 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:31:48,777 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:31:52,616 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:31:54,758 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:31:54,758 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:32:06,623 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:32:09,888 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:32:09,888 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:32:20,275 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:32:20,635 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:32:25,008 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:32:25,008 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:32:34,649 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:32:40,130 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:32:40,130 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:32:48,656 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:32:51,779 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:32:55,254 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:32:55,254 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:33:02,663 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:33:10,388 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:33:10,388 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:33:16,670 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:33:23,415 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:33:25,509 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:33:25,509 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:33:30,676 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:33:40,626 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:33:40,627 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:33:44,683 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:33:54,926 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:33:55,751 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:33:55,751 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:33:56,692 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:33:58,693 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:34:10,698 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:34:10,879 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:34:10,880 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:34:24,711 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:34:26,003 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:34:26,003 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:34:26,341 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
2022-07-27 09:34:38,718 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:34:41,133 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:34:41,133 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:34:52,724 INFO    Thread-10 :120279 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_091353-bjvg6h7j/files/output.log
2022-07-27 09:34:56,254 DEBUG   HandlerThread:120279 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 09:34:56,254 DEBUG   SenderThread:120279 [sender.py:send_request():249] send_request: stop_status
2022-07-27 09:34:57,997 DEBUG   SenderThread:120279 [sender.py:send():235] send: stats
